yt_id,path_to_wav,label,class
0_lqcfWQLmA,0_lqcfWQLmA_rural.wav,rural,1.0
UC1wsH_xqKk,UC1wsH_xqKk_rural.wav,rural,1.0
u1To2WOTTW0,u1To2WOTTW0_urban.wav,urban,0.0
XDLW8ZVNIZc,XDLW8ZVNIZc_rural.wav,rural,1.0
8JlPAcPT2AA,8JlPAcPT2AA_urban.wav,urban,0.0
rnCv03TOYs4,rnCv03TOYs4_urban.wav,urban,0.0
KtxG_Y5wxkg,KtxG_Y5wxkg_rural.wav,rural,1.0
wIJsmwVhfj8,wIJsmwVhfj8_urban.wav,urban,0.0
Wudyo2I9QqM,Wudyo2I9QqM_urban.wav,urban,0.0
w8gzz4IVh8c,w8gzz4IVh8c_rural.wav,rural,1.0
jeJRFgVHvOQ,jeJRFgVHvOQ_rural.wav,rural,1.0
C1-w2XLF9A0,C1-w2XLF9A0_urban.wav,urban,0.0
IGF9A3KTwlc,IGF9A3KTwlc_rural.wav,rural,1.0
3sHJzi37J1M,3sHJzi37J1M_urban.wav,urban,0.0
HUcrT5-2j5o,HUcrT5-2j5o_urban.wav,urban,0.0
PMNJN8QnHgc,PMNJN8QnHgc_rural.wav,rural,1.0
rjZNtMmr5jY,rjZNtMmr5jY_rural.wav,rural,1.0
m3SpqgZGEE8,m3SpqgZGEE8_rural.wav,rural,1.0
I7qrvatSDsA,I7qrvatSDsA_rural.wav,rural,1.0
2zQ6Oy5gJHg,2zQ6Oy5gJHg_rural.wav,rural,1.0
xhjpXoCmm0U,xhjpXoCmm0U_rural.wav,rural,1.0
748XZTRUYDY,748XZTRUYDY_rural.wav,rural,1.0
cjtEMTn-Twc,cjtEMTn-Twc_urban.wav,urban,0.0
NrGUDoB5S8w,NrGUDoB5S8w_urban.wav,urban,0.0
-TuRkavGAN0,-TuRkavGAN0_rural.wav,rural,1.0
DzBLrs4jm6k,DzBLrs4jm6k_rural.wav,rural,1.0
c6QHpKpEUH0,c6QHpKpEUH0_rural.wav,rural,1.0
1DaPbdOK8JY,1DaPbdOK8JY_rural.wav,rural,1.0
Y-yx1Qvk8N4,Y-yx1Qvk8N4_rural.wav,rural,1.0
iFNJ9ixnZuE,iFNJ9ixnZuE_rural.wav,rural,1.0
eNuZC3N1-lY,eNuZC3N1-lY_rural.wav,rural,1.0
FjSV4Gx2M44,FjSV4Gx2M44_rural.wav,rural,1.0
FCqmW4Y_YHg,FCqmW4Y_YHg_urban.wav,urban,0.0
XFIptkpH_-E,XFIptkpH_-E_urban.wav,urban,0.0
aIapEIDe49M,aIapEIDe49M_urban.wav,urban,0.0
buv301WWJYw,buv301WWJYw_rural.wav,rural,1.0
rYbRbAdN3Yk,rYbRbAdN3Yk_urban.wav,urban,0.0
6p9-mY5JfoI,6p9-mY5JfoI_urban.wav,urban,0.0
GnRdNH-yyCE,GnRdNH-yyCE_rural.wav,rural,1.0
ZkA2nPNUNAw,ZkA2nPNUNAw_rural.wav,rural,1.0
1QplKdv8EoU,1QplKdv8EoU_rural.wav,rural,1.0
TmTmpbb4GCU,TmTmpbb4GCU_urban.wav,urban,0.0
hh9rDVM_dls,hh9rDVM_dls_rural.wav,rural,1.0
E0A4ObCsg6I,E0A4ObCsg6I_urban.wav,urban,0.0
diGRHmHjX6g,diGRHmHjX6g_urban.wav,urban,0.0
X8VrYoWNqWA,X8VrYoWNqWA_urban.wav,urban,0.0
uPtm1U8sQQQ,uPtm1U8sQQQ_urban.wav,urban,0.0
Jsrm1x90xwA,Jsrm1x90xwA_rural.wav,rural,1.0
Lf9Peycf6KM,Lf9Peycf6KM_urban.wav,urban,0.0
9T52BKUAdDY,9T52BKUAdDY_urban.wav,urban,0.0
cbV0_WsjO9Q,cbV0_WsjO9Q_rural.wav,rural,1.0
E_zhJG_n95s,E_zhJG_n95s_rural.wav,rural,1.0
_rDoJdVz00Q,_rDoJdVz00Q_urban.wav,urban,0.0
J7eLLeFnktY,J7eLLeFnktY_urban.wav,urban,0.0
6A56CzWZzj0,6A56CzWZzj0_urban.wav,urban,0.0
Tiz-QDu18Fk,Tiz-QDu18Fk_urban.wav,urban,0.0
EEal6l5oaU0,EEal6l5oaU0_rural.wav,rural,1.0
e0KTf5647BM,e0KTf5647BM_rural.wav,rural,1.0
oRpRirUInmE,oRpRirUInmE_rural.wav,rural,1.0
RQnYqbB_Tns,RQnYqbB_Tns_rural.wav,rural,1.0
-hVybeD5Vlo,-hVybeD5Vlo_rural.wav,rural,1.0
WTp_wy34GGc,WTp_wy34GGc_rural.wav,rural,1.0
aj88qlF2YvY,aj88qlF2YvY_rural.wav,rural,1.0
Ap8eQ_ugbmQ,Ap8eQ_ugbmQ_rural.wav,rural,1.0
tv2y24QRa9Q,tv2y24QRa9Q_urban.wav,urban,0.0
rR6yvm3hUrc,rR6yvm3hUrc_urban.wav,urban,0.0
GmFATLTV4lo,GmFATLTV4lo_urban.wav,urban,0.0
4y0p-xlsrkg,4y0p-xlsrkg_rural.wav,rural,1.0
YXyLIQplP3Y,YXyLIQplP3Y_urban.wav,urban,0.0
9s_NdTcdkGM,9s_NdTcdkGM_rural.wav,rural,1.0
_4KPMPzy2i4,_4KPMPzy2i4_urban.wav,urban,0.0
k-v4txNv-kE,k-v4txNv-kE_urban.wav,urban,0.0
fPKXMCS0vDg,fPKXMCS0vDg_urban.wav,urban,0.0
qgtGsfxGcgA,qgtGsfxGcgA_urban.wav,urban,0.0
zbR3iXSrUEQ,zbR3iXSrUEQ_rural.wav,rural,1.0
1GXH-fMDrfo,1GXH-fMDrfo_urban.wav,urban,0.0
Z-u1qjM-QMM,Z-u1qjM-QMM_rural.wav,rural,1.0
uA0-0c9W84Q,uA0-0c9W84Q_urban.wav,urban,0.0
2TxadNkrbCk,2TxadNkrbCk_rural.wav,rural,1.0
zpVnOzwzanE,zpVnOzwzanE_urban.wav,urban,0.0
0S2rqpNoLwo,0S2rqpNoLwo_urban.wav,urban,0.0
4utXb3auOew,4utXb3auOew_rural.wav,rural,1.0
vFe0AEQ6nDs,vFe0AEQ6nDs_rural.wav,rural,1.0
bdUYFpBx2NI,bdUYFpBx2NI_rural.wav,rural,1.0
6WS9_QTYuHQ,6WS9_QTYuHQ_urban.wav,urban,0.0
EWs68a1Aa3U,EWs68a1Aa3U_urban.wav,urban,0.0
FNGpoX0T5EQ,FNGpoX0T5EQ_rural.wav,rural,1.0
_4hHZVqm7i4,_4hHZVqm7i4_urban.wav,urban,0.0
Y59eQTNv0cE,Y59eQTNv0cE_rural.wav,rural,1.0
Vdx70qtI80M,Vdx70qtI80M_rural.wav,rural,1.0
VpKOSX8Ia4k,VpKOSX8Ia4k_urban.wav,urban,0.0
0M_fVYZs5qI,0M_fVYZs5qI_rural.wav,rural,1.0
Vswwr3RZTC0,Vswwr3RZTC0_urban.wav,urban,0.0
i2UEgC4pR9w,i2UEgC4pR9w_rural.wav,rural,1.0
_arFH4uyYpI,_arFH4uyYpI_urban.wav,urban,0.0
hRE4bo1zsa4,hRE4bo1zsa4_rural.wav,rural,1.0
69mGEsAZRr0,69mGEsAZRr0_urban.wav,urban,0.0
2qj65L9mDec,2qj65L9mDec_rural.wav,rural,1.0
NqXFZMKWOf0,NqXFZMKWOf0_urban.wav,urban,0.0
_BSmz3SEW1w,_BSmz3SEW1w_rural.wav,rural,1.0
ODEDyvF7rtI,ODEDyvF7rtI_urban.wav,urban,0.0
IrnXEeBtMZs,IrnXEeBtMZs_rural.wav,rural,1.0
Ebuu1384l1c,Ebuu1384l1c_rural.wav,rural,1.0
meF736RXyGM,meF736RXyGM_urban.wav,urban,0.0
IcKZ4SrdyNk,IcKZ4SrdyNk_rural.wav,rural,1.0
79_fYdD3Ht8,79_fYdD3Ht8_rural.wav,rural,1.0
zOmxWlTNpXE,zOmxWlTNpXE_urban.wav,urban,0.0
TIwfpieA0LE,TIwfpieA0LE_rural.wav,rural,1.0
1eSsNKKJSwU,1eSsNKKJSwU_urban.wav,urban,0.0
WeeqfXohN64,WeeqfXohN64_rural.wav,rural,1.0
a10sLz4L_Bw,a10sLz4L_Bw_rural.wav,rural,1.0
JDDPKWGdeR0,JDDPKWGdeR0_rural.wav,rural,1.0
-VWPN62XwtE,-VWPN62XwtE_rural.wav,rural,1.0
apzrMiWsdwc,apzrMiWsdwc_urban.wav,urban,0.0
X23rGnAV95M,X23rGnAV95M_urban.wav,urban,0.0
mRIgsFybwJE,mRIgsFybwJE_urban.wav,urban,0.0
yNFy4uYYyH0,yNFy4uYYyH0_urban.wav,urban,0.0
IBZM13fbFHI,IBZM13fbFHI_rural.wav,rural,1.0
bbRtCAhY-pM,bbRtCAhY-pM_rural.wav,rural,1.0
89u5uOuZ7wM,89u5uOuZ7wM_urban.wav,urban,0.0
LD_Xm2Xwwyw,LD_Xm2Xwwyw_rural.wav,rural,1.0
SC0YV34rTBI,SC0YV34rTBI_urban.wav,urban,0.0
9OkStmh1HGk,9OkStmh1HGk_urban.wav,urban,0.0
nv2KzgPjM10,nv2KzgPjM10_urban.wav,urban,0.0
j7DdpeOobWo,j7DdpeOobWo_urban.wav,urban,0.0
fZCdIjZIqcg,fZCdIjZIqcg_urban.wav,urban,0.0
JjrJIKQ_60E,JjrJIKQ_60E_urban.wav,urban,0.0
8uUwBM7G7_E,8uUwBM7G7_E_rural.wav,rural,1.0
iZuklqFHLo4,iZuklqFHLo4_rural.wav,rural,1.0
Xj0YvIfmuQ8,Xj0YvIfmuQ8_urban.wav,urban,0.0
33oKftyis9c,33oKftyis9c_rural.wav,rural,1.0
XO6uqfb4C-4,XO6uqfb4C-4_rural.wav,rural,1.0
heD5m3Pr8ng,heD5m3Pr8ng_urban.wav,urban,0.0
gZDSKvioyvs,gZDSKvioyvs_rural.wav,rural,1.0
w55T9d1VoJ8,w55T9d1VoJ8_rural.wav,rural,1.0
NVUXRrEW_qQ,NVUXRrEW_qQ_rural.wav,rural,1.0
nIje7V1Uths,nIje7V1Uths_urban.wav,urban,0.0
xpgnpJf6px8,xpgnpJf6px8_rural.wav,rural,1.0
3tWmAmNtuzk,3tWmAmNtuzk_urban.wav,urban,0.0
JuA1DF3-dOg,JuA1DF3-dOg_urban.wav,urban,0.0
f8QYlCAJlpQ,f8QYlCAJlpQ_urban.wav,urban,0.0
WVrP-tm7zfw,WVrP-tm7zfw_rural.wav,rural,1.0
_L0mEuGV_7E,_L0mEuGV_7E_urban.wav,urban,0.0
kiNGotaiDVA,kiNGotaiDVA_rural.wav,rural,1.0
VdHqhoceoP8,VdHqhoceoP8_urban.wav,urban,0.0
QiMWCTsDPZ4,QiMWCTsDPZ4_rural.wav,rural,1.0
egdYOovDsR0,egdYOovDsR0_rural.wav,rural,1.0
6YkQxD39Ksc,6YkQxD39Ksc_urban.wav,urban,0.0
4KExgPPfF2o,4KExgPPfF2o_rural.wav,rural,1.0
ejI5ol49ux8,ejI5ol49ux8_rural.wav,rural,1.0
jPSxBCom88E,jPSxBCom88E_rural.wav,rural,1.0
jnWyE4gt0nE,jnWyE4gt0nE_urban.wav,urban,0.0
IC9Go4xVgdU,IC9Go4xVgdU_urban.wav,urban,0.0
rfCmlWrEIoc,rfCmlWrEIoc_rural.wav,rural,1.0
g2zizsay1_Q,g2zizsay1_Q_urban.wav,urban,0.0
aYIv9Oi9JkE,aYIv9Oi9JkE_rural.wav,rural,1.0
XEjUG-on4z4,XEjUG-on4z4_rural.wav,rural,1.0
XRBSzaRh26Y,XRBSzaRh26Y_rural.wav,rural,1.0
lYDVvD68Wc4,lYDVvD68Wc4_urban.wav,urban,0.0
wd7FkQtghHc,wd7FkQtghHc_urban.wav,urban,0.0
gbdGZJNV6V8,gbdGZJNV6V8_urban.wav,urban,0.0
1hBTIn1ZD_U,1hBTIn1ZD_U_urban.wav,urban,0.0
rTye1HX7vGc,rTye1HX7vGc_urban.wav,urban,0.0
vEQ17hykfZo,vEQ17hykfZo_rural.wav,rural,1.0
ypCqUEobmlI,ypCqUEobmlI_urban.wav,urban,0.0
1hhd4w9HO8o,1hhd4w9HO8o_urban.wav,urban,0.0
T_kuyxiZUjM,T_kuyxiZUjM_urban.wav,urban,0.0
A98ZvINbbPk,A98ZvINbbPk_urban.wav,urban,0.0
ND2M3SVgNsQ,ND2M3SVgNsQ_urban.wav,urban,0.0
fce3TjjPn8I,fce3TjjPn8I_urban.wav,urban,0.0
RWUjx7OQtrE,RWUjx7OQtrE_rural.wav,rural,1.0
9cYUo4d1BZA,9cYUo4d1BZA_rural.wav,rural,1.0
-6zh1UGoQW8,-6zh1UGoQW8_urban.wav,urban,0.0
6v5XDzj9RGc,6v5XDzj9RGc_urban.wav,urban,0.0
K-WNxtdnHIQ,K-WNxtdnHIQ_rural.wav,rural,1.0
A8QubwQsKrg,A8QubwQsKrg_rural.wav,rural,1.0
SHCTA4CS-ak,SHCTA4CS-ak_rural.wav,rural,1.0
-Z1pHmAonwc,-Z1pHmAonwc_rural.wav,rural,1.0
raCC7KHSwIY,raCC7KHSwIY_rural.wav,rural,1.0
-CreNhyzCMI,-CreNhyzCMI_urban.wav,urban,0.0
W0yIqgZO0wQ,W0yIqgZO0wQ_urban.wav,urban,0.0
-yJsptzY9uM,-yJsptzY9uM_urban.wav,urban,0.0
k-vbvgrU5Q0,k-vbvgrU5Q0_urban.wav,urban,0.0
MCcEeNLJwSE,MCcEeNLJwSE_urban.wav,urban,0.0
1ziUNW6uIxk,1ziUNW6uIxk_urban.wav,urban,0.0
35Jkn7Wqtdo,35Jkn7Wqtdo_urban.wav,urban,0.0
dC5qJax3sb0,dC5qJax3sb0_urban.wav,urban,0.0
7y1BTNFBB4c,7y1BTNFBB4c_rural.wav,rural,1.0
3LHI_yzhS88,3LHI_yzhS88_urban.wav,urban,0.0
BGAS-vKoJt4,BGAS-vKoJt4_urban.wav,urban,0.0
PzcXUzdDXTM,PzcXUzdDXTM_rural.wav,rural,1.0
XcNhIkja_uo,XcNhIkja_uo_rural.wav,rural,1.0
STzSYBhicOM,STzSYBhicOM_urban.wav,urban,0.0
VERUWhoqOos,VERUWhoqOos_rural.wav,rural,1.0
dZBrw04gqJU,dZBrw04gqJU_urban.wav,urban,0.0
X7NijFwfwNg,X7NijFwfwNg_urban.wav,urban,0.0
Ouv-p7nikQc,Ouv-p7nikQc_urban.wav,urban,0.0
kMYJVMzCNjA,kMYJVMzCNjA_urban.wav,urban,0.0
JHiRTQ9csxk,JHiRTQ9csxk_rural.wav,rural,1.0
RXguH3lVUrM,RXguH3lVUrM_urban.wav,urban,0.0
rPNs-_YnvbI,rPNs-_YnvbI_urban.wav,urban,0.0
1Mb_OdnLAdU,1Mb_OdnLAdU_urban.wav,urban,0.0
jsYJpn52DDA,jsYJpn52DDA_rural.wav,rural,1.0
Pp_JgmxsuB8,Pp_JgmxsuB8_urban.wav,urban,0.0
ITIiigIDfW0,ITIiigIDfW0_rural.wav,rural,1.0
fMcyEfnUONs,fMcyEfnUONs_urban.wav,urban,0.0
jLZ634mRTIk,jLZ634mRTIk_rural.wav,rural,1.0
PFtl34kO2mM,PFtl34kO2mM_rural.wav,rural,1.0
I_6NALMD3pU,I_6NALMD3pU_urban.wav,urban,0.0
qhyOZg022ps,qhyOZg022ps_rural.wav,rural,1.0
w0qtyfJJF-8,w0qtyfJJF-8_urban.wav,urban,0.0
8sbBCtYjASM,8sbBCtYjASM_rural.wav,rural,1.0
9I06Ajq1VD4,9I06Ajq1VD4_rural.wav,rural,1.0
c8BzBmwrRLg,c8BzBmwrRLg_urban.wav,urban,0.0
VbJW8A6zY0Y,VbJW8A6zY0Y_rural.wav,rural,1.0
TQXzRinxsVk,TQXzRinxsVk_rural.wav,rural,1.0
K1kV6RY5HSw,K1kV6RY5HSw_rural.wav,rural,1.0
qhYvtO02lyE,qhYvtO02lyE_rural.wav,rural,1.0
UL4Qo9zel1M,UL4Qo9zel1M_urban.wav,urban,0.0
7JqI4Mkass0,7JqI4Mkass0_urban.wav,urban,0.0
ByDpkBbJA50,ByDpkBbJA50_urban.wav,urban,0.0
wTeiw1k-zbI,wTeiw1k-zbI_urban.wav,urban,0.0
VINrjb5TwQM,VINrjb5TwQM_rural.wav,rural,1.0
vQT1utLVGJY,vQT1utLVGJY_rural.wav,rural,1.0
bTymvsLAzmA,bTymvsLAzmA_urban.wav,urban,0.0
_Xx66qLtELc,_Xx66qLtELc_rural.wav,rural,1.0
s7knHCFW82w,s7knHCFW82w_urban.wav,urban,0.0
aiSf5rajW6o,aiSf5rajW6o_rural.wav,rural,1.0
7ZMW9BIobjk,7ZMW9BIobjk_rural.wav,rural,1.0
9ID8OBDntlw,9ID8OBDntlw_rural.wav,rural,1.0
NwV1KGoz_IE,NwV1KGoz_IE_rural.wav,rural,1.0
I9LgBUO1gk4,I9LgBUO1gk4_urban.wav,urban,0.0
oNuchc4IWPU,oNuchc4IWPU_urban.wav,urban,0.0
jxKY1JVbJzE,jxKY1JVbJzE_urban.wav,urban,0.0
yvWxjC0riww,yvWxjC0riww_rural.wav,rural,1.0
qUsTC81mmGM,qUsTC81mmGM_urban.wav,urban,0.0
57k6SBZ_LbM,57k6SBZ_LbM_urban.wav,urban,0.0
EwYkjqwoQ8o,EwYkjqwoQ8o_rural.wav,rural,1.0
7aYCMt2Tx0U,7aYCMt2Tx0U_rural.wav,rural,1.0
yzIvNKwcUDs,yzIvNKwcUDs_rural.wav,rural,1.0
bpejGpNaN_8,bpejGpNaN_8_urban.wav,urban,0.0
IOkC3MwWNDA,IOkC3MwWNDA_urban.wav,urban,0.0
dVciShmtge8,dVciShmtge8_rural.wav,rural,1.0
jZtPajPb12o,jZtPajPb12o_rural.wav,rural,1.0
tTf31S7q0gM,tTf31S7q0gM_rural.wav,rural,1.0
dquia4UdsAE,dquia4UdsAE_urban.wav,urban,0.0
YidVsW4mw_A,YidVsW4mw_A_urban.wav,urban,0.0
I5O8_znmiik,I5O8_znmiik_rural.wav,rural,1.0
YFOsy2Sbnms,YFOsy2Sbnms_urban.wav,urban,0.0
GztAoqje0gI,GztAoqje0gI_urban.wav,urban,0.0
DgkoAXQ8ssc,DgkoAXQ8ssc_rural.wav,rural,1.0
PEMKEmsF3ag,PEMKEmsF3ag_rural.wav,rural,1.0
kc-0d1z9Akc,kc-0d1z9Akc_rural.wav,rural,1.0
42AiLIRndTA,42AiLIRndTA_urban.wav,urban,0.0
v1POzni-k34,v1POzni-k34_urban.wav,urban,0.0
CHa0EKvSY20,CHa0EKvSY20_urban.wav,urban,0.0
sz-sNxKgbNs,sz-sNxKgbNs_urban.wav,urban,0.0
muzVmg0Npcg,muzVmg0Npcg_rural.wav,rural,1.0
gYWoZUYMwfA,gYWoZUYMwfA_urban.wav,urban,0.0
BC0wPO_-vUQ,BC0wPO_-vUQ_urban.wav,urban,0.0
TRyLolQ4ikA,TRyLolQ4ikA_urban.wav,urban,0.0
cm1SToO4CeY,cm1SToO4CeY_rural.wav,rural,1.0
LrqjJaImhXQ,LrqjJaImhXQ_rural.wav,rural,1.0
_R8kX499D_M,_R8kX499D_M_urban.wav,urban,0.0
Y0uBhr9sQTI,Y0uBhr9sQTI_urban.wav,urban,0.0
u8AQXOrZ5Qg,u8AQXOrZ5Qg_rural.wav,rural,1.0
rTGIbzT35_k,rTGIbzT35_k_rural.wav,rural,1.0
5Y_-krBiXAc,5Y_-krBiXAc_rural.wav,rural,1.0
elae3RKrpYU,elae3RKrpYU_rural.wav,rural,1.0
7Z_sopYDf-Y,7Z_sopYDf-Y_urban.wav,urban,0.0
G1BegUAlptk,G1BegUAlptk_urban.wav,urban,0.0
CScc7C17bh8,CScc7C17bh8_rural.wav,rural,1.0
KeKUUbnaabU,KeKUUbnaabU_urban.wav,urban,0.0
sOZt9jH97zE,sOZt9jH97zE_urban.wav,urban,0.0
0pxVkEEHICA,0pxVkEEHICA_rural.wav,rural,1.0
UlZY89EMEGc,UlZY89EMEGc_rural.wav,rural,1.0
LYgGjnk81wY,LYgGjnk81wY_rural.wav,rural,1.0
52iF121TOhs,52iF121TOhs_rural.wav,rural,1.0
GzsvBcIULSg,GzsvBcIULSg_rural.wav,rural,1.0
264vdYUXkTQ,264vdYUXkTQ_rural.wav,rural,1.0
wiIRH0jWIuw,wiIRH0jWIuw_urban.wav,urban,0.0
Ymp7zZQjmGg,Ymp7zZQjmGg_urban.wav,urban,0.0
jJo0JKOxT0E,jJo0JKOxT0E_urban.wav,urban,0.0
EctEr30yBig,EctEr30yBig_urban.wav,urban,0.0
_ExER0NBjBw,_ExER0NBjBw_urban.wav,urban,0.0
Hw60b15wGR0,Hw60b15wGR0_rural.wav,rural,1.0
HvfBZPW54PM,HvfBZPW54PM_urban.wav,urban,0.0
78zhQdCh_XU,78zhQdCh_XU_urban.wav,urban,0.0
NWKEsQUgGjA,NWKEsQUgGjA_rural.wav,rural,1.0
cWxBy6osYoY,cWxBy6osYoY_urban.wav,urban,0.0
EqLu_1rwnQI,EqLu_1rwnQI_rural.wav,rural,1.0
2zV9-sdxgII,2zV9-sdxgII_rural.wav,rural,1.0
DURPD2NwnLM,DURPD2NwnLM_rural.wav,rural,1.0
XOBMUnnokec,XOBMUnnokec_rural.wav,rural,1.0
yPlov00BFGM,yPlov00BFGM_urban.wav,urban,0.0
hRDZce202rk,hRDZce202rk_rural.wav,rural,1.0
l5XFK0ChW6A,l5XFK0ChW6A_urban.wav,urban,0.0
u7ij7kG1-Dc,u7ij7kG1-Dc_urban.wav,urban,0.0
KJ25WKglGuU,KJ25WKglGuU_rural.wav,rural,1.0
uJZ3WKRFv3E,uJZ3WKRFv3E_urban.wav,urban,0.0
58FI5ljnJUM,58FI5ljnJUM_rural.wav,rural,1.0
02S4G1ybFcU,02S4G1ybFcU_urban.wav,urban,0.0
1ZzndBGaOOQ,1ZzndBGaOOQ_urban.wav,urban,0.0
Hp9Xg_DWJoQ,Hp9Xg_DWJoQ_urban.wav,urban,0.0
b9CBqmKZ320,b9CBqmKZ320_urban.wav,urban,0.0
pzTajFiAR7I,pzTajFiAR7I_urban.wav,urban,0.0
9YRD83Ummyg,9YRD83Ummyg_rural.wav,rural,1.0
DHpAQaWB8CY,DHpAQaWB8CY_urban.wav,urban,0.0
xTLm3av3tDg,xTLm3av3tDg_rural.wav,rural,1.0
W2zi3kTe-Kw,W2zi3kTe-Kw_rural.wav,rural,1.0
wBddxKreoEY,wBddxKreoEY_rural.wav,rural,1.0
Imf02fro-ts,Imf02fro-ts_urban.wav,urban,0.0
UYucO9UwRaY,UYucO9UwRaY_urban.wav,urban,0.0
Zt8hdW6LJJ4,Zt8hdW6LJJ4_rural.wav,rural,1.0
kA7XKlVd00g,kA7XKlVd00g_rural.wav,rural,1.0
OAQhbnCWdus,OAQhbnCWdus_rural.wav,rural,1.0
dzrDu_fHw0M,dzrDu_fHw0M_urban.wav,urban,0.0
Rx-GmDy-1Wo,Rx-GmDy-1Wo_rural.wav,rural,1.0
Ge5H6K8HMcQ,Ge5H6K8HMcQ_urban.wav,urban,0.0
DwqpvUe30w4,DwqpvUe30w4_urban.wav,urban,0.0
LGWvLyeTF4g,LGWvLyeTF4g_urban.wav,urban,0.0
-VCDSbxwiXM,-VCDSbxwiXM_rural.wav,rural,1.0
4tpXfioEkIc,4tpXfioEkIc_urban.wav,urban,0.0
NdDqfxbVjUs,NdDqfxbVjUs_urban.wav,urban,0.0
GpSBxVCrm1M,GpSBxVCrm1M_rural.wav,rural,1.0
-A7KJUaTJBM,-A7KJUaTJBM_urban.wav,urban,0.0
Cxy4PjxjsaU,Cxy4PjxjsaU_urban.wav,urban,0.0
XyHJ3udPdUg,XyHJ3udPdUg_rural.wav,rural,1.0
VCryaACktco,VCryaACktco_urban.wav,urban,0.0
2gulGvpqTaY,2gulGvpqTaY_urban.wav,urban,0.0
K_TGt3KTGeU,K_TGt3KTGeU_urban.wav,urban,0.0
AG8esJa8L4c,AG8esJa8L4c_rural.wav,rural,1.0
OjAnTvkEC84,OjAnTvkEC84_rural.wav,rural,1.0
_b-hpbh-isY,_b-hpbh-isY_rural.wav,rural,1.0
FopUBUUqzP4,FopUBUUqzP4_urban.wav,urban,0.0
lgBDzHutxE0,lgBDzHutxE0_rural.wav,rural,1.0
8CbznktWCG8,8CbznktWCG8_rural.wav,rural,1.0
HlU21fUa714,HlU21fUa714_urban.wav,urban,0.0
KnxCWxBRUlo,KnxCWxBRUlo_urban.wav,urban,0.0
V93w1odJuJk,V93w1odJuJk_urban.wav,urban,0.0
